"","ID","List","Type","Pair.x","Word","Correct.x","Confidence.x","Tiredness","Enjoyment","Pair.y","Correct.y","Confidence.y","Select1","Select2","Select3"
"2398",2939643,2,"MP",59,"hapel",1,5,4,6,59,0,5,FALSE,FALSE,FALSE
"2399",2939643,2,"MP",63,"bemble",1,7,4,4,63,0,5,FALSE,FALSE,FALSE
"2400",2939643,2,"MP",65,"miggir",1,7,4,7,65,1,6,FALSE,FALSE,FALSE
"2401",2940072,1,"MM",2,"cavy",1,5,7,7,2,0,5,FALSE,FALSE,FALSE
"2402",2940072,1,"MM",3,"perste",1,6,7,6,3,1,5,FALSE,FALSE,FALSE
"2403",2940072,1,"MM",5,"muden",1,6,7,5,5,1,6,FALSE,FALSE,FALSE
"2404",2940072,1,"MM",9,"pidekin",1,6,7,5,9,0,5,FALSE,FALSE,FALSE
"2405",2940072,1,"MM",20,"bipin",1,5,7,5,20,1,6,FALSE,FALSE,FALSE
"2406",2940072,1,"MM",24,"fofry",0,4,7,6,24,0,5,FALSE,FALSE,FALSE
"2407",2940072,1,"MM",25,"ruter",0,4,7,4,25,1,5,FALSE,FALSE,FALSE
"2408",2940072,1,"MM",30,"fupon",1,5,7,5,30,0,6,FALSE,FALSE,FALSE
"2409",2940072,1,"MM",36,"tuyete",0,5,7,4,36,0,5,FALSE,FALSE,FALSE
"2410",2940072,1,"MM",37,"fucend",1,6,6,4,37,0,5,FALSE,FALSE,FALSE
"2411",2940072,1,"MM",41,"haddan",1,7,7,6,41,1,5,FALSE,FALSE,FALSE
"2412",2940072,1,"MM",43,"pendee",1,6,7,5,43,1,5,FALSE,FALSE,FALSE
"2413",2940072,1,"MM",45,"tanay",1,6,7,5,45,0,5,FALSE,FALSE,FALSE
"2414",2940072,1,"MM",46,"mumic",1,7,7,6,46,1,4,FALSE,FALSE,FALSE
"2415",2940072,1,"MM",50,"saper",1,5,7,5,50,0,5,FALSE,FALSE,FALSE
"2416",2940072,1,"MM",54,"meapon",1,6,7,7,54,0,5,FALSE,FALSE,FALSE
"2417",2940072,1,"MM",56,"counger",1,6,7,6,56,1,5,FALSE,FALSE,FALSE
"2418",2940072,1,"MM",59,"hapel",1,5,7,5,59,0,4,FALSE,FALSE,FALSE
"2419",2940072,1,"MM",63,"bemble",1,6,7,6,63,1,5,FALSE,FALSE,FALSE
"2420",2940072,1,"MM",65,"miggir",1,6,7,6,65,1,6,FALSE,FALSE,FALSE
"2421",2940072,1,"MP",1,"winpen",1,9,7,5,1,1,5,FALSE,FALSE,FALSE
"2422",2940072,1,"MP",4,"domine",0,5,7,5,4,0,5,FALSE,FALSE,FALSE
"2423",2940072,1,"MP",7,"mizar",1,7,7,5,7,0,5,FALSE,FALSE,FALSE
"2424",2940072,1,"MP",14,"oser",0,6,7,6,14,0,5,FALSE,FALSE,FALSE
"2425",2940072,1,"MP",19,"furets",1,4,7,5,19,1,5,FALSE,FALSE,FALSE
"2426",2940072,1,"MP",23,"peney",1,9,7,5,23,0,5,FALSE,FALSE,FALSE
"2427",2940072,1,"MP",27,"teson",1,8,7,6,27,0,5,FALSE,FALSE,FALSE
"2428",2940072,1,"MP",32,"goler",1,8,7,5,32,0,5,FALSE,FALSE,FALSE
"2429",2940072,1,"MP",34,"lonay",1,8,7,6,34,0,5,FALSE,FALSE,FALSE
"2430",2940072,1,"MP",39,"bovy",1,9,7,7,39,0,5,FALSE,FALSE,FALSE
"2431",2940072,1,"MP",47,"vazan",1,8,7,6,47,0,5,FALSE,FALSE,FALSE
"2432",2940072,1,"MP",48,"cyche",1,6,7,5,48,0,5,FALSE,FALSE,FALSE
"2433",2940072,1,"MP",49,"rodder",1,5,7,5,49,0,5,FALSE,FALSE,FALSE
"2434",2940072,1,"MP",51,"forem",1,5,7,6,51,0,5,FALSE,FALSE,FALSE
"2435",2940072,1,"MP",53,"reebin",0,5,7,5,53,0,5,FALSE,FALSE,FALSE
"2436",2940072,1,"MP",55,"heco",0,9,7,7,55,0,5,FALSE,FALSE,FALSE
"2437",2940072,1,"MP",61,"raymive",0,6,7,5,61,1,5,FALSE,FALSE,FALSE
"2438",2940072,1,"MP",62,"ceakie",1,5,7,7,62,0,5,FALSE,FALSE,FALSE
"2439",2940072,1,"MP",64,"coctee",0,5,7,6,64,0,5,FALSE,FALSE,FALSE
"2440",2940072,1,"MP",67,"lopel",1,9,7,5,67,1,5,FALSE,FALSE,FALSE
"2441",2940241,1,"MM",2,"cavy",0,7,7,7,2,1,4,FALSE,FALSE,FALSE
"2442",2940241,1,"MM",3,"perste",0,7,7,8,3,1,4,FALSE,FALSE,FALSE
"2443",2940241,1,"MM",5,"muden",0,7,8,8,5,1,3,FALSE,FALSE,FALSE
"2444",2940241,1,"MM",9,"pidekin",0,8,7,7,9,0,5,FALSE,FALSE,FALSE
"2445",2940241,1,"MM",20,"bipin",0,8,7,7,20,0,5,FALSE,FALSE,FALSE
"2446",2940241,1,"MM",24,"fofry",0,5,5,8,24,0,5,FALSE,FALSE,FALSE
"2447",2940241,1,"MM",25,"ruter",0,8,7,7,25,0,5,FALSE,FALSE,FALSE
"2448",2940241,1,"MM",30,"fupon",0,8,8,8,30,0,5,FALSE,FALSE,FALSE
"2449",2940241,1,"MM",36,"tuyete",1,8,8,8,36,1,4,FALSE,FALSE,FALSE
"2450",2940241,1,"MM",37,"fucend",0,7,8,8,37,1,4,FALSE,FALSE,FALSE
"2451",2940241,1,"MM",41,"haddan",0,7,8,8,41,1,4,FALSE,FALSE,FALSE
"2452",2940241,1,"MM",43,"pendee",1,5,7,7,43,0,5,FALSE,FALSE,FALSE
"2453",2940241,1,"MM",45,"tanay",0,7,8,7,45,0,4,FALSE,FALSE,FALSE
"2454",2940241,1,"MM",46,"mumic",0,8,8,8,46,0,5,FALSE,FALSE,FALSE
"2455",2940241,1,"MM",50,"saper",1,7,8,7,50,1,4,FALSE,FALSE,FALSE
"2456",2940241,1,"MM",54,"meapon",0,7,7,7,54,0,4,FALSE,FALSE,FALSE
"2457",2940241,1,"MM",56,"counger",0,7,6,8,56,0,5,FALSE,FALSE,FALSE
"2458",2940241,1,"MM",59,"hapel",0,8,8,8,59,1,4,FALSE,FALSE,FALSE
"2459",2940241,1,"MM",63,"bemble",0,7,8,8,63,1,5,FALSE,FALSE,FALSE
"2460",2940241,1,"MM",65,"miggir",1,7,7,7,65,1,4,FALSE,FALSE,FALSE
"2461",2940241,1,"MP",1,"winpen",1,7,8,8,1,0,4,FALSE,FALSE,FALSE
"2462",2940241,1,"MP",4,"domine",0,7,8,7,4,1,5,FALSE,FALSE,FALSE
"2463",2940241,1,"MP",7,"mizar",1,8,7,7,7,1,4,FALSE,FALSE,FALSE
"2464",2940241,1,"MP",14,"oser",0,7,8,7,14,1,5,FALSE,FALSE,FALSE
"2465",2940241,1,"MP",19,"furets",0,8,8,8,19,0,4,FALSE,FALSE,FALSE
"2466",2940241,1,"MP",23,"peney",0,8,7,8,23,0,5,FALSE,FALSE,FALSE
"2467",2940241,1,"MP",27,"teson",0,7,8,8,27,1,4,FALSE,FALSE,FALSE
"2468",2940241,1,"MP",32,"goler",1,8,7,8,32,1,6,FALSE,FALSE,FALSE
"2469",2940241,1,"MP",34,"lonay",0,8,7,7,34,1,4,FALSE,FALSE,FALSE
"2470",2940241,1,"MP",39,"bovy",0,7,8,7,39,0,4,FALSE,FALSE,FALSE
"2471",2940241,1,"MP",47,"vazan",1,7,8,8,47,1,4,FALSE,FALSE,FALSE
"2472",2940241,1,"MP",48,"cyche",1,6,8,8,48,0,4,FALSE,FALSE,FALSE
"2473",2940241,1,"MP",49,"rodder",1,7,8,8,49,1,5,FALSE,FALSE,FALSE
"2474",2940241,1,"MP",51,"forem",0,7,7,8,51,0,4,FALSE,FALSE,FALSE
"2475",2940241,1,"MP",53,"reebin",0,7,7,8,53,0,4,FALSE,FALSE,FALSE
"2476",2940241,1,"MP",55,"heco",1,7,8,8,55,0,5,FALSE,FALSE,FALSE
"2477",2940241,1,"MP",61,"raymive",1,7,7,7,61,0,5,FALSE,FALSE,FALSE
"2478",2940241,1,"MP",62,"ceakie",0,7,8,7,62,0,4,FALSE,FALSE,FALSE
"2479",2940241,1,"MP",64,"coctee",0,7,8,7,64,0,4,FALSE,FALSE,FALSE
"2480",2940241,1,"MP",67,"lopel",1,8,7,7,67,1,5,FALSE,FALSE,FALSE
"2481",2940496,1,"MM",2,"cavy",1,6,7,4,2,0,6,FALSE,FALSE,FALSE
"2482",2940496,1,"MM",3,"perste",0,9,8,5,3,1,7,FALSE,FALSE,FALSE
"2483",2940496,1,"MM",5,"muden",1,9,7,5,5,0,7,FALSE,FALSE,FALSE
"2484",2940496,1,"MM",9,"pidekin",1,9,8,5,9,0,8,FALSE,FALSE,FALSE
"2485",2940496,1,"MM",20,"bipin",0,9,7,5,20,0,4,FALSE,FALSE,FALSE
"2486",2940496,1,"MM",24,"fofry",0,7,8,5,24,1,3,FALSE,FALSE,FALSE
"2487",2940496,1,"MM",25,"ruter",1,9,8,6,25,0,7,FALSE,FALSE,FALSE
"2488",2940496,1,"MM",30,"fupon",1,6,7,5,30,0,5,FALSE,FALSE,FALSE
"2489",2940496,1,"MM",36,"tuyete",1,9,7,5,36,0,3,FALSE,FALSE,FALSE
"2490",2940496,1,"MM",37,"fucend",1,4,8,5,37,1,6,FALSE,FALSE,FALSE
"2491",2940496,1,"MM",41,"haddan",1,7,8,6,41,0,6,FALSE,FALSE,FALSE
"2492",2940496,1,"MM",43,"pendee",1,4,8,5,43,0,6,FALSE,FALSE,FALSE
"2493",2940496,1,"MM",45,"tanay",1,9,7,5,45,1,5,FALSE,FALSE,FALSE
"2494",2940496,1,"MM",46,"mumic",1,7,7,5,46,0,7,FALSE,FALSE,FALSE
"2495",2940496,1,"MM",50,"saper",1,5,8,6,50,0,4,FALSE,FALSE,FALSE
"2496",2940496,1,"MM",54,"meapon",1,9,8,6,54,0,7,FALSE,FALSE,FALSE
"2497",2940496,1,"MM",56,"counger",1,9,8,5,56,1,7,FALSE,FALSE,FALSE
"2498",2940496,1,"MM",59,"hapel",0,7,7,4,59,0,7,FALSE,FALSE,FALSE
"2499",2940496,1,"MM",63,"bemble",1,6,8,5,63,1,6,FALSE,FALSE,FALSE
"2500",2940496,1,"MM",65,"miggir",1,9,8,5,65,1,5,FALSE,FALSE,FALSE
"2501",2940496,1,"MP",1,"winpen",1,8,8,5,1,1,5,FALSE,FALSE,FALSE
"2502",2940496,1,"MP",4,"domine",1,9,7,5,4,1,6,FALSE,FALSE,FALSE
"2503",2940496,1,"MP",7,"mizar",1,8,8,5,7,1,6,FALSE,FALSE,FALSE
"2504",2940496,1,"MP",14,"oser",1,9,8,6,14,0,6,FALSE,FALSE,FALSE
"2505",2940496,1,"MP",19,"furets",1,9,8,5,19,0,5,FALSE,FALSE,FALSE
"2506",2940496,1,"MP",23,"peney",0,7,8,5,23,0,6,FALSE,FALSE,FALSE
"2507",2940496,1,"MP",27,"teson",1,9,7,5,27,1,7,FALSE,FALSE,FALSE
"2508",2940496,1,"MP",32,"goler",1,9,8,5,32,0,5,FALSE,FALSE,FALSE
"2509",2940496,1,"MP",34,"lonay",1,9,8,6,34,1,7,FALSE,FALSE,FALSE
"2510",2940496,1,"MP",39,"bovy",0,6,8,5,39,1,5,FALSE,FALSE,FALSE
"2511",2940496,1,"MP",47,"vazan",1,9,8,5,47,0,4,FALSE,FALSE,FALSE
"2512",2940496,1,"MP",48,"cyche",1,9,8,6,48,0,7,FALSE,FALSE,FALSE
"2513",2940496,1,"MP",49,"rodder",1,9,8,6,49,1,7,FALSE,FALSE,FALSE
"2514",2940496,1,"MP",51,"forem",1,7,8,5,51,0,9,FALSE,FALSE,FALSE
"2515",2940496,1,"MP",53,"reebin",1,9,8,5,53,0,6,FALSE,FALSE,FALSE
"2516",2940496,1,"MP",55,"heco",1,9,7,4,55,0,7,FALSE,FALSE,FALSE
"2517",2940496,1,"MP",61,"raymive",0,9,7,5,61,0,7,FALSE,FALSE,FALSE
"2518",2940496,1,"MP",62,"ceakie",1,9,8,6,62,0,5,FALSE,FALSE,FALSE
"2519",2940496,1,"MP",64,"coctee",1,9,7,5,64,0,7,FALSE,FALSE,FALSE
"2520",2940496,1,"MP",67,"lopel",1,9,8,6,67,1,4,FALSE,FALSE,FALSE
"2521",2940758,1,"MM",2,"cavy",1,4,5,5,2,1,4,FALSE,FALSE,FALSE
"2522",2940758,1,"MM",3,"perste",1,4,5,4,3,0,4,FALSE,FALSE,FALSE
"2523",2940758,1,"MM",5,"muden",1,4,5,5,5,0,4,FALSE,FALSE,FALSE
"2524",2940758,1,"MM",9,"pidekin",1,3,4,3,9,1,4,FALSE,FALSE,FALSE
"2525",2940758,1,"MM",20,"bipin",1,4,5,4,20,1,4,FALSE,FALSE,FALSE
"2526",2940758,1,"MM",24,"fofry",0,4,5,4,24,0,4,FALSE,FALSE,FALSE
"2527",2940758,1,"MM",25,"ruter",1,4,5,5,25,1,4,FALSE,FALSE,FALSE
"2528",2940758,1,"MM",30,"fupon",0,5,4,6,30,0,4,FALSE,FALSE,FALSE
"2529",2940758,1,"MM",36,"tuyete",1,4,5,5,36,0,4,FALSE,FALSE,FALSE
"2530",2940758,1,"MM",37,"fucend",1,5,4,4,37,1,4,FALSE,FALSE,FALSE
"2531",2940758,1,"MM",41,"haddan",0,3,4,3,41,1,4,FALSE,FALSE,FALSE
"2532",2940758,1,"MM",43,"pendee",1,4,5,5,43,1,3,FALSE,FALSE,FALSE
"2533",2940758,1,"MM",45,"tanay",0,4,5,4,45,0,4,FALSE,FALSE,FALSE
"2534",2940758,1,"MM",46,"mumic",1,3,5,4,46,0,4,FALSE,FALSE,FALSE
"2535",2940758,1,"MM",50,"saper",1,4,5,4,50,1,4,FALSE,FALSE,FALSE
"2536",2940758,1,"MM",54,"meapon",1,4,5,4,54,1,4,FALSE,FALSE,FALSE
"2537",2940758,1,"MM",56,"counger",1,4,4,4,56,1,4,FALSE,FALSE,FALSE
"2538",2940758,1,"MM",59,"hapel",1,5,5,5,59,0,4,FALSE,FALSE,FALSE
"2539",2940758,1,"MM",63,"bemble",1,5,5,5,63,0,3,FALSE,FALSE,FALSE
"2540",2940758,1,"MM",65,"miggir",1,4,5,4,65,0,3,FALSE,FALSE,FALSE
"2541",2940758,1,"MP",1,"winpen",1,5,5,6,1,1,4,FALSE,FALSE,FALSE
"2542",2940758,1,"MP",4,"domine",1,5,5,6,4,0,4,FALSE,FALSE,FALSE
"2543",2940758,1,"MP",7,"mizar",1,6,4,5,7,0,4,FALSE,FALSE,FALSE
"2544",2940758,1,"MP",14,"oser",0,5,5,5,14,0,3,FALSE,FALSE,FALSE
"2545",2940758,1,"MP",19,"furets",0,4,5,5,19,0,4,FALSE,FALSE,FALSE
"2546",2940758,1,"MP",23,"peney",0,3,5,5,23,0,5,FALSE,FALSE,FALSE
"2547",2940758,1,"MP",27,"teson",0,4,5,5,27,0,4,FALSE,FALSE,FALSE
"2548",2940758,1,"MP",32,"goler",1,7,5,5,32,1,4,FALSE,FALSE,FALSE
"2549",2940758,1,"MP",34,"lonay",0,4,4,5,34,1,4,FALSE,FALSE,FALSE
"2550",2940758,1,"MP",39,"bovy",0,4,5,4,39,0,4,FALSE,FALSE,FALSE
"2551",2940758,1,"MP",47,"vazan",0,5,5,6,47,0,4,FALSE,FALSE,FALSE
"2552",2940758,1,"MP",48,"cyche",1,4,4,4,48,1,4,FALSE,FALSE,FALSE
"2553",2940758,1,"MP",49,"rodder",1,6,5,6,49,0,4,FALSE,FALSE,FALSE
"2554",2940758,1,"MP",51,"forem",0,3,5,5,51,0,4,FALSE,FALSE,FALSE
"2555",2940758,1,"MP",53,"reebin",1,4,5,5,53,0,4,FALSE,FALSE,FALSE
"2556",2940758,1,"MP",55,"heco",1,7,4,7,55,1,4,FALSE,FALSE,FALSE
"2557",2940758,1,"MP",61,"raymive",0,4,4,5,61,0,3,FALSE,FALSE,FALSE
"2558",2940758,1,"MP",62,"ceakie",0,4,5,4,62,0,4,FALSE,FALSE,FALSE
"2559",2940758,1,"MP",64,"coctee",1,6,4,6,64,1,5,FALSE,FALSE,FALSE
"2560",2940758,1,"MP",67,"lopel",0,4,4,4,67,0,4,FALSE,FALSE,FALSE
"2561",2942142,2,"MM",1,"winpen",1,4,5,4,1,0,1,FALSE,FALSE,FALSE
"2562",2942142,2,"MM",4,"domine",1,5,5,6,4,0,4,FALSE,FALSE,FALSE
"2563",2942142,2,"MM",7,"mizar",0,4,5,4,7,0,1,FALSE,FALSE,FALSE
"2564",2942142,2,"MM",14,"oser",1,5,5,6,14,1,3,FALSE,FALSE,FALSE
"2565",2942142,2,"MM",19,"furets",1,4,5,5,19,0,2,FALSE,FALSE,FALSE
"2566",2942142,2,"MM",23,"peney",1,4,4,5,23,1,3,FALSE,FALSE,FALSE
"2567",2942142,2,"MM",27,"teson",1,5,5,4,27,1,2,FALSE,FALSE,FALSE
"2568",2942142,2,"MM",32,"goler",0,3,5,4,32,0,3,FALSE,FALSE,FALSE
"2569",2942142,2,"MM",34,"lonay",1,5,5,6,34,1,2,FALSE,FALSE,FALSE
"2570",2942142,2,"MM",39,"bovy",1,5,5,6,39,0,3,FALSE,FALSE,FALSE
"2571",2942142,2,"MM",47,"vazan",1,6,5,5,47,0,3,FALSE,FALSE,FALSE
"2572",2942142,2,"MM",48,"cyche",1,4,5,4,48,1,3,FALSE,FALSE,FALSE
"2573",2942142,2,"MM",49,"rodder",1,3,5,4,49,0,3,FALSE,FALSE,FALSE
"2574",2942142,2,"MM",51,"forem",1,4,5,7,51,1,2,FALSE,FALSE,FALSE
"2575",2942142,2,"MM",53,"reebin",1,5,5,6,53,0,1,FALSE,FALSE,FALSE
"2576",2942142,2,"MM",55,"heco",1,4,5,5,55,1,3,FALSE,FALSE,FALSE
"2577",2942142,2,"MM",61,"raymive",1,4,4,5,61,1,3,FALSE,FALSE,FALSE
"2578",2942142,2,"MM",62,"ceakie",1,4,5,4,62,0,3,FALSE,FALSE,FALSE
"2579",2942142,2,"MM",64,"coctee",0,6,5,7,64,0,1,FALSE,FALSE,FALSE
"2580",2942142,2,"MM",67,"lopel",0,6,6,7,67,0,3,FALSE,FALSE,FALSE
"2581",2942142,2,"MP",2,"cavy",1,4,5,5,2,0,3,FALSE,FALSE,FALSE
"2582",2942142,2,"MP",3,"perste",1,4,5,5,3,0,2,FALSE,FALSE,FALSE
"2583",2942142,2,"MP",5,"muden",1,4,4,6,5,1,1,FALSE,FALSE,FALSE
"2584",2942142,2,"MP",9,"pidekin",1,7,4,6,9,0,4,FALSE,FALSE,FALSE
"2585",2942142,2,"MP",20,"bipin",1,6,5,7,20,0,3,FALSE,FALSE,FALSE
"2586",2942142,2,"MP",24,"fofry",1,6,5,6,24,1,1,FALSE,FALSE,FALSE
"2587",2942142,2,"MP",25,"ruter",1,7,5,7,25,0,3,FALSE,FALSE,FALSE
"2588",2942142,2,"MP",30,"fupon",0,4,5,5,30,0,2,FALSE,FALSE,FALSE
"2589",2942142,2,"MP",36,"tuyete",1,6,5,6,36,1,3,FALSE,FALSE,FALSE
"2590",2942142,2,"MP",37,"fucend",0,4,5,5,37,0,2,FALSE,FALSE,FALSE
"2591",2942142,2,"MP",41,"haddan",0,3,5,5,41,0,1,FALSE,FALSE,FALSE
"2592",2942142,2,"MP",43,"pendee",0,4,5,5,43,1,3,FALSE,FALSE,FALSE
"2593",2942142,2,"MP",45,"tanay",0,5,5,6,45,1,1,FALSE,FALSE,FALSE
"2594",2942142,2,"MP",46,"mumic",0,3,5,4,46,0,3,FALSE,FALSE,FALSE
"2595",2942142,2,"MP",50,"saper",0,4,4,5,50,0,1,FALSE,FALSE,FALSE
"2596",2942142,2,"MP",54,"meapon",1,7,5,7,54,1,1,FALSE,FALSE,FALSE
"2597",2942142,2,"MP",56,"counger",0,4,5,5,56,0,2,FALSE,FALSE,FALSE
"2598",2942142,2,"MP",59,"hapel",1,5,5,5,59,0,2,FALSE,FALSE,FALSE
"2599",2942142,2,"MP",63,"bemble",1,4,6,7,63,0,5,FALSE,FALSE,FALSE
"2600",2942142,2,"MP",65,"miggir",0,5,5,6,65,0,3,FALSE,FALSE,FALSE
"2601",2942359,1,"MM",2,"cavy",1,4,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2602",2942359,1,"MM",3,"perste",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2603",2942359,1,"MM",5,"muden",0,4,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2604",2942359,1,"MM",9,"pidekin",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2605",2942359,1,"MM",20,"bipin",0,6,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2606",2942359,1,"MM",24,"fofry",0,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2607",2942359,1,"MM",25,"ruter",1,4,6,5,NA,NA,NA,FALSE,FALSE,FALSE
"2608",2942359,1,"MM",30,"fupon",1,4,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2609",2942359,1,"MM",36,"tuyete",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2610",2942359,1,"MM",37,"fucend",0,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2611",2942359,1,"MM",41,"haddan",1,4,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2612",2942359,1,"MM",43,"pendee",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2613",2942359,1,"MM",45,"tanay",1,5,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2614",2942359,1,"MM",46,"mumic",1,6,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2615",2942359,1,"MM",50,"saper",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2616",2942359,1,"MM",54,"meapon",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2617",2942359,1,"MM",56,"counger",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2618",2942359,1,"MM",59,"hapel",0,3,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2619",2942359,1,"MM",63,"bemble",1,5,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2620",2942359,1,"MM",65,"miggir",1,5,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2621",2942359,1,"MP",1,"winpen",0,5,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2622",2942359,1,"MP",4,"domine",1,6,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2623",2942359,1,"MP",7,"mizar",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2624",2942359,1,"MP",14,"oser",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2625",2942359,1,"MP",19,"furets",0,6,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2626",2942359,1,"MP",23,"peney",0,5,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2627",2942359,1,"MP",27,"teson",1,5,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2628",2942359,1,"MP",32,"goler",1,6,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2629",2942359,1,"MP",34,"lonay",0,4,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2630",2942359,1,"MP",39,"bovy",1,5,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2631",2942359,1,"MP",47,"vazan",1,9,9,9,NA,NA,NA,FALSE,FALSE,FALSE
"2632",2942359,1,"MP",48,"cyche",1,9,4,5,NA,NA,NA,FALSE,FALSE,FALSE
"2633",2942359,1,"MP",49,"rodder",1,5,6,6,NA,NA,NA,FALSE,FALSE,FALSE
"2634",2942359,1,"MP",51,"forem",1,5,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2635",2942359,1,"MP",53,"reebin",0,7,5,6,NA,NA,NA,FALSE,FALSE,FALSE
"2636",2942359,1,"MP",55,"heco",1,3,5,4,NA,NA,NA,FALSE,FALSE,FALSE
"2637",2942359,1,"MP",61,"raymive",1,6,6,6,NA,NA,NA,FALSE,FALSE,FALSE
"2638",2942359,1,"MP",62,"ceakie",1,6,5,5,NA,NA,NA,FALSE,FALSE,FALSE
"2639",2942359,1,"MP",64,"coctee",0,5,6,6,NA,NA,NA,FALSE,FALSE,FALSE
"2640",2942359,1,"MP",67,"lopel",0,5,6,6,NA,NA,NA,FALSE,FALSE,FALSE
"2641",2943203,2,"MM",1,"winpen",1,7,3,6,1,0,6,FALSE,FALSE,FALSE
"2642",2943203,2,"MM",4,"domine",1,4,3,5,4,0,4,FALSE,FALSE,FALSE
"2643",2943203,2,"MM",7,"mizar",1,7,3,5,7,1,4,FALSE,FALSE,FALSE
"2644",2943203,2,"MM",14,"oser",1,6,3,5,14,1,4,FALSE,FALSE,FALSE
"2645",2943203,2,"MM",19,"furets",0,4,3,6,19,0,3,FALSE,FALSE,FALSE
"2646",2943203,2,"MM",23,"peney",1,1,2,4,23,0,6,FALSE,FALSE,FALSE
"2647",2943203,2,"MM",27,"teson",0,3,2,5,27,0,4,FALSE,FALSE,FALSE
"2648",2943203,2,"MM",32,"goler",0,6,3,5,32,0,4,FALSE,FALSE,FALSE
"2649",2943203,2,"MM",34,"lonay",1,6,3,6,34,1,4,FALSE,FALSE,FALSE
"2650",2943203,2,"MM",39,"bovy",1,5,3,4,39,0,6,FALSE,FALSE,FALSE
"2651",2943203,2,"MM",47,"vazan",1,6,3,6,47,0,4,FALSE,FALSE,FALSE
"2652",2943203,2,"MM",48,"cyche",1,5,3,5,48,1,4,FALSE,FALSE,FALSE
"2653",2943203,2,"MM",49,"rodder",1,4,2,6,49,0,5,FALSE,FALSE,FALSE
"2654",2943203,2,"MM",51,"forem",0,5,3,5,51,0,7,FALSE,FALSE,FALSE
"2655",2943203,2,"MM",53,"reebin",1,4,3,6,53,0,5,FALSE,FALSE,FALSE
"2656",2943203,2,"MM",55,"heco",1,3,2,5,55,0,4,FALSE,FALSE,FALSE
"2657",2943203,2,"MM",61,"raymive",1,4,3,6,61,1,3,FALSE,FALSE,FALSE
"2658",2943203,2,"MM",62,"ceakie",0,5,2,6,62,1,4,FALSE,FALSE,FALSE
"2659",2943203,2,"MM",64,"coctee",1,4,3,6,64,0,6,FALSE,FALSE,FALSE
"2660",2943203,2,"MM",67,"lopel",0,5,3,5,67,0,2,FALSE,FALSE,FALSE
"2661",2943203,2,"MP",2,"cavy",1,6,3,5,2,0,5,FALSE,FALSE,FALSE
"2662",2943203,2,"MP",3,"perste",1,7,3,6,3,0,4,FALSE,FALSE,FALSE
"2663",2943203,2,"MP",5,"muden",1,7,4,6,5,1,5,FALSE,FALSE,FALSE
"2664",2943203,2,"MP",9,"pidekin",1,7,3,6,9,0,3,FALSE,FALSE,FALSE
"2665",2943203,2,"MP",20,"bipin",1,7,3,7,20,0,6,FALSE,FALSE,FALSE
"2666",2943203,2,"MP",24,"fofry",1,7,3,6,24,0,4,FALSE,FALSE,FALSE
"2667",2943203,2,"MP",25,"ruter",1,6,3,6,25,1,4,FALSE,FALSE,FALSE
"2668",2943203,2,"MP",30,"fupon",1,7,3,6,30,0,4,FALSE,FALSE,FALSE
"2669",2943203,2,"MP",36,"tuyete",1,6,3,6,36,0,3,FALSE,FALSE,FALSE
"2670",2943203,2,"MP",37,"fucend",1,6,3,5,37,0,4,FALSE,FALSE,FALSE
"2671",2943203,2,"MP",41,"haddan",1,5,2,6,41,0,4,FALSE,FALSE,FALSE
"2672",2943203,2,"MP",43,"pendee",1,7,3,7,43,1,5,FALSE,FALSE,FALSE
"2673",2943203,2,"MP",45,"tanay",1,7,3,5,45,0,7,FALSE,FALSE,FALSE
"2674",2943203,2,"MP",46,"mumic",1,8,3,6,46,0,4,FALSE,FALSE,FALSE
