"","ID","PublicID","gender","Age","category"
"444",3477624,"k43gcfci","Female",13.6666666666667,"12-14"
"445",3477698,"vq015d45","Female",10.0833333333333,"10-12"
"446",3478039,"ajb0gq9n","Female",13.8333333333333,"12-14"
"447",3478138,"sgc0xodb","Female",13.9166666666667,"12-14"
"448",3482461,"ekbz20hj","Female",14.0833333333333,"14-16"
"449",3492195,"09himvqq","Male",14,"14-16"
"450",3492436,"11ajgf05","Male",14,"14-16"
"451",3501632,"8fju1n0r","Female",12.6666666666667,"12-14"
"452",3511442,"4phz538h","Male",12.25,"12-14"
"453",3538472,"5xek41xv","Male",11.1666666666667,"10-12"
"454",3538546,"lwo564bq","Male",12,"12-14"
"455",3538586,"nj5vyusm","Male",12.9166666666667,"12-14"
"456",3560311,"gqqleqox","Male",15.4166666666667,"14-16"
"457",3592662,"qyfc0qcz","Female",11.4166666666667,"10-12"
"458",3592841,"cb87sbhe","Female",10.3333333333333,"10-12"
"459",3593027,"rscope2u","Female",10.25,"10-12"
"460",3600488,"sedvb6tl","Male",11.25,"10-12"
"461",3604923,"nm0u0b3f","Male",14.75,"14-16"
"462",3614865,"dln5ajgb","Female",15.25,"14-16"
"463",3616753,"g4rm8x8z","Female",12.9166666666667,"12-14"
"464",3637182,"atz98h1s","Female",14.3333333333333,"14-16"
"465",3643896,"73jzg6c5","Female",11.9166666666667,"10-12"
"466",3723911,"ad0vj7jo","Female",15.0833333333333,"14-16"
"467",3724396,"ya7zb9no","Female",14.8333333333333,"14-16"
"468",3724479,"k1az4ezm","Female",15.0833333333333,"14-16"
"469",3731105,"oup3uwjf","Male",10.25,"10-12"
"470",3774207,"joa5hoj7","Female",15.0833333333333,"14-16"
"471",3775120,"k1mjxbnb","Rather not say",16,"16-18"
"472",3776468,"270yk04z","Female",14.9166666666667,"14-16"
"473",3783776,"f32s13m8","Female",15.1666666666667,"14-16"
"474",3949284,"ctpbpp1q","Female",15.25,"14-16"
"475",4105437,"z59v1b6e","Male",15,"14-16"
"476",4107780,"vqzkdvtj","Female",15.1666666666667,"14-16"
"477",4109350,"8sm121ur","Male",14.75,"14-16"
"478",4141670,"2q72nhee","Male",14.25,"14-16"
"479",4171106,"p34kbqg4","Female",15.75,"14-16"
"480",4171306,"yq0ifkww","Female",15.75,"14-16"
"481",4171616,"whbvhg9s","Female",15.1666666666667,"14-16"
"482",4172510,"6jyq0mw9","Female",15.3333333333333,"14-16"
"483",4172984,"3u6zasuf","Female",15.25,"14-16"
"484",4226698,"mddu91zm","Male",14.8333333333333,"14-16"
"485",4226699,"t9hazb96","Male",14.25,"14-16"
"486",4229250,"7kp4u87s","Female",14.4166666666667,"14-16"
"487",4238338,"lhxdpiqa","Female",15.3333333333333,"14-16"
"488",4238340,"fr98s7s4","Male",15,"14-16"
"489",4238339,"nqe5d07h","Male",15.25,"14-16"
"490",4238351,"fjsgz4hl","Male",14.25,"14-16"
"491",4238352,"ri8qysfu","Male",15.25,"14-16"
"492",4238354,"2ma1r3hl","Male",14.25,"14-16"
"493",4238475,"dzb77o6h","Female",15,"14-16"
"494",4238476,"j2vq6fw6","Male",14.1666666666667,"14-16"
"495",4238478,"n3dig7fd","Male",15.3333333333333,"14-16"
"496",4238477,"umhyww01","Male",15.4166666666667,"14-16"
"497",4238479,"trrcfx0l","Female",14.9166666666667,"14-16"
"498",4238481,"i0ctl7xl","Male",14.1666666666667,"14-16"
"499",4238482,"081iqsgl","Male",15.1666666666667,"14-16"
"500",4296121,"yr7nracb","Female",15.0833333333333,"14-16"
"501",4296951,"eb0ilt0a","Female",15.1666666666667,"14-16"
"502",4297511,"yxndnaw3","Female",15.0833333333333,"14-16"
"503",4310699,"55p79g0n","Female",15,"14-16"
"504",4310737,"7jsk6fzs","Male",14.8333333333333,"14-16"
"505",4358511,"1cag9lzq","Male",14.5,"14-16"
"506",4382009,"93eoy2b3","Female",15.9166666666667,"14-16"
"507",4390029,"d1gptxgu","Female",15.9166666666667,"14-16"
"508",4398288,"qiz3zvnv","Male",15.3333333333333,"14-16"
"509",4398306,"vgip4uag","Female",15.3333333333333,"14-16"
"510",4398331,"794t4n2q","Male",15.25,"14-16"
"511",4398370,"lqmwadx4","Female",15.3333333333333,"14-16"
"512",4398391,"ejyxo1f7","Female",15,"14-16"
"513",4398679,"ec2p3y9v","Female",14.9166666666667,"14-16"
"514",4433340,"8er829yl","Female",15,"14-16"
"515",4433669,"2rqa1mt2","Male",16,"16-18"
"516",4433830,"vs9sdp4o","Female",14.5833333333333,"14-16"
"517",4433880,"pbkecrmd","Female",14.9166666666667,"14-16"
"518",4434046,"kr6a8xzr","Female",15.25,"14-16"
"519",4435927,"pzwnu2al","Female",15,"14-16"
"520",4442762,"x2d6qgjo","Male",15,"14-16"
"521",4444013,"xp88ac3g","Female",14.9166666666667,"14-16"
"522",4447030,"qybdxkyk","Female",15.1666666666667,"14-16"
"523",4447417,"qqf8ca6t","Male",15.0833333333333,"14-16"
